[18:24:20.702][INFO][CraftTweaker-Commands]: ae2:blocks/16k_crafting_storage
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_blue_topaz_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_bornite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_calcite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_cassiterite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_cassiterite_sand_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_certus_quartz_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_chalcocite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_chalcopyrite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_chromite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_cinnabar_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_coal_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_cobalt_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_cobaltite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_cooperite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_copper_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_diamond_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_diatomite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_dolomite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_electrotine_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_emerald_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_fullers_earth_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_galena_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_garnet_sand_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_garnierite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_glauconite_sand_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_goethite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_gold_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_granitic_mineral_sand_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_graphite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_green_sapphire_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_grossular_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_gypsum_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_hematite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_ilmenite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_infinity_catalyst_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_infinity_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_iron_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_kaolinite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_kyanite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_lapis_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_lazurite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_lead_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_lepidolite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_lithium_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_magnesite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_magnetite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_malachite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_mica_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_molybdenite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_molybdenum_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_monazite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_naquadah_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_neodymium_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_nether_quartz_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_nickel_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_oilsands_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_olivine_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_opal_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_palladium_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_pentlandite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_pitchblende_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_platinum_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_plutonium_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_pollucite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_powellite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_pyrite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_pyrochlore_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_pyrolusite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_pyrope_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_quartzite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_realgar_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_red_garnet_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_redstone_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_rock_salt_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_ruby_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_salt_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_saltpeter_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_sapphire_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_scheelite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_silver_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_soapstone_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_sodalite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_space_neutronium_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_spessartine_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_sphalerite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_spodumene_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_stibnite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_sulfur_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_talc_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_tantalite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_tetrahedrite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_thorium_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_tin_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_topaz_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_tricalcium_phosphate_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_trona_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_tungstate_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_uraninite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_vanadium_magnetite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_wollastonite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_wulfenite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_yellow_garnet_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_yellow_limonite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/endstone_zeolite_ore
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/engine_intake_casing
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/enriched_naquadah_block
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/enriched_naquadah_trinium_europium_duranide_block
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/enriched_naquadah_trinium_europium_duranide_double_wire
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/enriched_naquadah_trinium_europium_duranide_hex_wire
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/enriched_naquadah_trinium_europium_duranide_octal_wire
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/enriched_naquadah_trinium_europium_duranide_quadruple_wire
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/enriched_naquadah_trinium_europium_duranide_single_wire
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/epoxy_block
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_block
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_double_cable
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_double_wire
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_frame
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_hex_cable
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_hex_wire
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_huge_fluid_pipe
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_large_fluid_pipe
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_nonuple_fluid_pipe
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_normal_fluid_pipe
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_octal_cable
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_octal_wire
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_quadruple_cable
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_quadruple_fluid_pipe
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_quadruple_wire
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_single_cable
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_single_wire
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_small_fluid_pipe
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/europium_tiny_fluid_pipe
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_16a_energy_converter
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_1a_energy_converter
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_4a_energy_converter
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_8a_energy_converter
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_air_scrubber
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_alloy_smelter
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_arc_furnace
[18:24:20.723][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_assembler
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_autoclave
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_battery_buffer_16x
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_battery_buffer_4x
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_battery_buffer_8x
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_bedrock_ore_miner
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_bender
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_block_breaker
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_brewery
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_canner
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_centrifuge
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_charger_4x
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_chemical_bath
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_chemical_reactor
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_circuit_assembler
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_compressor
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_cutter
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_diode
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_distillery
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_electric_furnace
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_electrolyzer
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_electromagnetic_separator
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_energy_input_hatch
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_energy_input_hatch_16a
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_energy_input_hatch_4a
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_energy_output_hatch
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_energy_output_hatch_16a
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_energy_output_hatch_4a
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_extractor
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_extruder
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_fermenter
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_fisher
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_fluid_drilling_rig
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_fluid_heater
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_fluid_passthrough_hatch
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_fluid_solidifier
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_forge_hammer
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_forming_press
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_gas_collector
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_hermetic_casing
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_input_bus
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_input_hatch
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_input_hatch_4x
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_input_hatch_9x
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_item_collector
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_item_passthrough_hatch
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_lapotronic_battery
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_large_miner
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_laser_engraver
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_lathe
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_macerator
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_machine_casing
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_machine_hull
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_mixer
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_muffler_hatch
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_ore_washer
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_output_bus
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_output_hatch
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_output_hatch_4x
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_output_hatch_9x
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_packer
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_polarizer
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_pump
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_rock_crusher
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_rotor_holder
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_scanner
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_sifter
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_substation_input_hatch_64a
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_substation_output_hatch_64a
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_super_chest
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_super_tank
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_thermal_centrifuge
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_transformer_16a
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_transformer_1a
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_transformer_2a
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_transformer_4a
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_wiremill
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/ev_world_accelerator
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/explosion_hazard_sign_block
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/extreme_combustion_engine
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/extreme_engine_intake_casing
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/filter_casing
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/fire_hazard_sign_block
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/firebricks
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/flint_block
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/frost_hazard_sign_block
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/frostproof_machine_casing
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/fullers_earth_indicator
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/fullers_earth_ore
[18:24:20.724][INFO][CraftTweaker-Commands]: gtceu:blocks/fusion_casing
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/fusion_casing_mk2
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/fusion_casing_mk3
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/fusion_coil
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/fusion_glass
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/galena_indicator
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/galena_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gallium_arsenide_block
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gallium_block
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/garnet_sand_indicator
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/garnet_sand_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/garnierite_indicator
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/garnierite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gas_large_turbine
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/generic_hazard_sign_block
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/glauconite_sand_indicator
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/glauconite_sand_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/goethite_indicator
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/goethite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_double_cable
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_double_wire
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_drum
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_hex_cable
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_hex_wire
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_huge_fluid_pipe
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_indicator
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_large_fluid_pipe
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_nonuple_fluid_pipe
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_normal_fluid_pipe
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_octal_cable
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_octal_wire
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_quadruple_cable
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_quadruple_fluid_pipe
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_quadruple_wire
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_single_cable
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_single_wire
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_small_fluid_pipe
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/gold_tiny_fluid_pipe
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_almandine_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_aluminium_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_alunite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_amethyst_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_apatite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_arcane_crystal_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_asbestos_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_barite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_basaltic_mineral_sand_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_bastnasite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_bauxite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_bentonite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_beryllium_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_blue_topaz_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_bornite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_calcite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_cassiterite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_cassiterite_sand_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_certus_quartz_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_chalcocite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_chalcopyrite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_chromite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_cinnabar_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_coal_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_cobalt_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_cobaltite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_cooperite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_copper_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_diamond_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_diatomite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_dolomite_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_electrotine_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_emerald_ore
[18:24:20.725][INFO][CraftTweaker-Commands]: gtceu:blocks/granite_fullers_earth_ore
